,region,category,mode,powertrain,year,percent of vehicles
7099,Mexico,Historical,Cars,EV,2020,0.035000000149012
7114,Mexico,Historical,Cars,EV,2021,0.059000000357628
7115,Mexico,Historical,Cars,EV,2022,0.089000001549721
7130,Mexico,Historical,Cars,EV,2023,0.140000000596046
7132,Netherlands,Historical,Buses,EV,2010,0.150000005960464
7133,Netherlands,Historical,Vans,EV,2010,0.009999999776483
7135,Netherlands,Historical,Cars,EV,2010,0.00359999993816
7136,Netherlands,Historical,Trucks,EV,2010,0.016000000759959
7154,Netherlands,Historical,Trucks,EV,2011,0.01799999922514
7155,Netherlands,Historical,Cars,EV,2011,0.014999999664724
7157,Netherlands,Historical,Vans,EV,2011,0.017000000923872
7158,Netherlands,Historical,Buses,EV,2011,0.219999998807907
7161,Netherlands,Historical,Buses,EV,2012,0.239999994635582
7162,Netherlands,Historical,Vans,EV,2012,0.054999999701977
7164,Netherlands,Historical,Cars,EV,2012,0.079000003635883
7165,Netherlands,Historical,Trucks,EV,2012,0.037000000476837
7187,Netherlands,Historical,Trucks,EV,2013,0.046000000089407
7188,Netherlands,Historical,Cars,EV,2013,0.360000014305115
7190,Netherlands,Historical,Vans,EV,2013,0.075000002980232
7192,Netherlands,Historical,Buses,EV,2013,0.430000007152557
7195,Netherlands,Historical,Buses,EV,2014,0.519999980926514
7197,Netherlands,Historical,Vans,EV,2014,0.140000000596046
7199,Netherlands,Historical,Cars,EV,2014,0.550000011920929
7200,Netherlands,Historical,Trucks,EV,2014,0.048000000417233
7234,Netherlands,Historical,Trucks,EV,2015,0.068000003695488
7236,Netherlands,Historical,Cars,EV,2015,1.10000002384186
7238,Netherlands,Historical,Vans,EV,2015,0.159999996423721
7240,Netherlands,Historical,Buses,EV,2015,1.10000002384186
7243,Netherlands,Historical,Buses,EV,2016,1.79999995231628
7245,Netherlands,Historical,Vans,EV,2016,0.170000001788139
7247,Netherlands,Historical,Cars,EV,2016,1.39999997615814
7249,Netherlands,Historical,Trucks,EV,2016,0.078000001609325
7294,Netherlands,Historical,Trucks,EV,2017,0.086999997496605
7296,Netherlands,Historical,Cars,EV,2017,1.39999997615814
7298,Netherlands,Historical,Vans,EV,2017,0.230000004172325
7300,Netherlands,Historical,Buses,EV,2017,2.70000004768372
7303,Netherlands,Historical,Buses,EV,2018,3.79999995231628
7305,Netherlands,Historical,Vans,EV,2018,0.319999992847443
7307,Netherlands,Historical,Cars,EV,2018,1.60000002384186
7331,Netherlands,Historical,Trucks,EV,2018,0.100000001490116
7332,Netherlands,Historical,Trucks,EV,2019,0.159999996423721
7356,Netherlands,Historical,Cars,EV,2019,2.29999995231628
7358,Netherlands,Historical,Vans,EV,2019,0.439999997615814
7360,Netherlands,Historical,Buses,EV,2019,8.39999961853027
7363,Netherlands,Historical,Buses,EV,2020,13.0
7365,Netherlands,Historical,Vans,EV,2020,0.589999973773956
7367,Netherlands,Historical,Cars,EV,2020,3.09999990463257
7392,Netherlands,Historical,Trucks,EV,2020,0.150000005960464
7393,Netherlands,Historical,Trucks,EV,2021,0.189999997615814
7419,Netherlands,Historical,Cars,EV,2021,4.30000019073486
7421,Netherlands,Historical,Vans,EV,2021,0.870000004768372
7423,Netherlands,Historical,Buses,EV,2021,15.0
7426,Netherlands,Historical,Buses,EV,2022,16.0
7428,Netherlands,Historical,Vans,EV,2022,1.29999995231628
7430,Netherlands,Historical,Cars,EV,2022,6.0
7456,Netherlands,Historical,Trucks,EV,2022,0.25
7457,Netherlands,Historical,Trucks,EV,2023,0.910000026226044
7483,Netherlands,Historical,Cars,EV,2023,8.30000019073486
7485,Netherlands,Historical,Vans,EV,2023,2.20000004768372
7487,Netherlands,Historical,Buses,EV,2023,18.0
7493,New Zealand,Historical,Buses,EV,2010,0.28999999165535
7494,New Zealand,Historical,Cars,EV,2010,0.000479999987874
7495,New Zealand,Historical,Cars,EV,2011,0.000989999971353
7496,New Zealand,Historical,Buses,EV,2011,0.300000011920929
7513,New Zealand,Historical,Buses,EV,2012,0.300000011920929
7514,New Zealand,Historical,Cars,EV,2012,0.001900000032038
7515,New Zealand,Historical,Cars,EV,2013,0.003100000089034
7516,New Zealand,Historical,Buses,EV,2013,0.300000011920929
7529,New Zealand,Historical,Buses,EV,2014,0.28999999165535
7530,New Zealand,Historical,Cars,EV,2014,0.014000000432134
7531,New Zealand,Historical,Cars,EV,2015,0.029999999329448
7532,New Zealand,Historical,Buses,EV,2015,0.280000001192093
7545,New Zealand,Historical,Buses,EV,2016,0.270000010728836
7546,New Zealand,Historical,Cars,EV,2016,0.079999998211861
7547,New Zealand,Historical,Cars,EV,2017,0.189999997615814
7548,New Zealand,Historical,Buses,EV,2017,0.25
7568,New Zealand,Historical,Buses,EV,2018,0.280000001192093
7569,New Zealand,Historical,Cars,EV,2018,0.370000004768372
7570,New Zealand,Historical,Vans,EV,2019,0.129999995231628
7571,New Zealand,Historical,Buses,EV,2019,0.349999994039536
7587,New Zealand,Historical,Cars,EV,2019,0.569999992847443
7588,New Zealand,Historical,Cars,EV,2020,0.72000002861023
7606,New Zealand,Historical,Buses,EV,2020,0.389999985694885
7607,New Zealand,Historical,Vans,EV,2020,0.129999995231628
7608,New Zealand,Historical,Vans,EV,2021,0.150000005960464
7609,New Zealand,Historical,Buses,EV,2021,0.540000021457672
7630,New Zealand,Historical,Cars,EV,2021,1.10000002384186
7631,New Zealand,Historical,Cars,EV,2022,1.89999997615814
7651,New Zealand,Historical,Buses,EV,2022,0.800000011920929
7652,New Zealand,Historical,Vans,EV,2022,0.209999993443489
7653,New Zealand,Historical,Vans,EV,2023,0.259999990463257
7654,New Zealand,Historical,Buses,EV,2023,1.0
7673,New Zealand,Historical,Cars,EV,2023,2.79999995231628
7681,Norway,Historical,Cars,EV,2010,0.119999997317791
7682,Norway,Historical,Cars,EV,2011,0.170000001788139
7685,Norway,Historical,Vans,EV,2011,0.000220000001718
7701,Norway,Historical,Vans,EV,2012,0.00109999999404
7704,Norway,Historical,Cars,EV,2012,0.360000014305115
7705,Norway,Historical,Cars,EV,2013,0.639999985694885
7708,Norway,Historical,Vans,EV,2013,0.001000000047497
7726,Norway,Historical,Vans,EV,2014,0.119999997317791
7729,Norway,Historical,Cars,EV,2014,1.39999997615814
7732,Norway,Historical,Cars,EV,2015,2.70000004768372
7735,Norway,Historical,Vans,EV,2015,0.259999990463257
7757,Norway,Historical,Vans,EV,2016,0.389999985694885
7759,Norway,Historical,Buses,EV,2016,0.100000001490116
7761,Norway,Historical,Cars,EV,2016,4.30000019073486
7766,Norway,Historical,Cars,EV,2017,6.40000009536743
7769,Norway,Historical,Trucks,EV,2017,0.002400000113994
7770,Norway,Historical,Buses,EV,2017,0.239999994635582
7772,Norway,Historical,Vans,EV,2017,0.569999992847443
7799,Norway,Historical,Vans,EV,2018,0.899999976158142
7801,Norway,Historical,Buses,EV,2018,0.330000013113022
7802,Norway,Historical,Trucks,EV,2018,0.002400000113994
7804,Norway,Historical,Cars,EV,2018,8.89999961853027
7810,Norway,Historical,Cars,EV,2019,12.0
7812,Norway,Historical,Trucks,EV,2019,0.002300000051036
7814,Norway,Historical,Buses,EV,2019,1.5
7816,Norway,Historical,Vans,EV,2019,1.29999995231628
7848,Norway,Historical,Vans,EV,2020,1.79999995231628
7850,Norway,Historical,Buses,EV,2020,3.40000009536743
7852,Norway,Historical,Trucks,EV,2020,0.021999999880791
7854,Norway,Historical,Cars,EV,2020,17.0
7865,Norway,Historical,Cars,EV,2021,21.0
7867,Norway,Historical,Trucks,EV,2021,0.109999999403954
7869,Norway,Historical,Buses,EV,2021,4.19999980926514
7871,Norway,Historical,Vans,EV,2021,2.20000004768372
7906,Norway,Historical,Vans,EV,2022,4.09999990463257
7908,Norway,Historical,Buses,EV,2022,6.59999990463257
7910,Norway,Historical,Trucks,EV,2022,0.259999990463257
7912,Norway,Historical,Cars,EV,2022,26.0
7921,Norway,Historical,Cars,EV,2023,29.0
7923,Norway,Historical,Trucks,EV,2023,1.39999997615814
7925,Norway,Historical,Buses,EV,2023,9.89999961853027
7927,Norway,Historical,Vans,EV,2023,5.80000019073486
7973,Poland,Historical,Vans,EV,2015,0.000739999988582
7975,Poland,Historical,Buses,EV,2015,0.023000000044704
7976,Poland,Historical,Cars,EV,2015,0.012000000104308
7990,Poland,Historical,Cars,EV,2016,0.017000000923872
7991,Poland,Historical,Buses,EV,2016,0.054999999701977
7993,Poland,Historical,Vans,EV,2016,0.00109999999404
8000,Poland,Historical,Vans,EV,2017,0.001300000003539
8002,Poland,Historical,Buses,EV,2017,0.054999999701977
8003,Poland,Historical,Cars,EV,2017,0.014000000432134
8024,Poland,Historical,Cars,EV,2018,0.020999999716878
8025,Poland,Historical,Buses,EV,2018,0.150000005960464
8027,Poland,Historical,Vans,EV,2018,0.005799999926239
8034,Poland,Historical,Vans,EV,2019,0.021999999880791
8036,Poland,Historical,Buses,EV,2019,0.389999985694885
8037,Poland,Historical,Cars,EV,2019,0.046999998390675
8064,Poland,Historical,Cars,EV,2020,0.094999998807907
8065,Poland,Historical,Buses,EV,2020,0.709999978542328
8067,Poland,Historical,Vans,EV,2020,0.035999998450279
8074,Poland,Historical,Vans,EV,2021,0.063000001013279
8076,Poland,Historical,Buses,EV,2021,0.959999978542328
8077,Poland,Historical,Cars,EV,2021,0.189999997615814
8108,Poland,Historical,Cars,EV,2022,0.310000002384186
8109,Poland,Historical,Buses,EV,2022,1.29999995231628
8111,Poland,Historical,Vans,EV,2022,0.129999995231628
8118,Poland,Historical,Vans,EV,2023,0.239999994635582
8120,Poland,Historical,Buses,EV,2023,1.79999995231628
8121,Poland,Historical,Cars,EV,2023,0.490000009536743
8140,Portugal,Historical,Cars,EV,2010,0.014999999664724
8143,Portugal,Historical,Cars,EV,2011,0.018999999389052
8154,Portugal,Historical,Cars,EV,2012,0.023000000044704
8157,Portugal,Historical,Cars,EV,2013,0.027000000700355
8176,Portugal,Historical,Cars,EV,2014,0.028999999165535
8179,Portugal,Historical,Cars,EV,2015,0.052999999374151
8192,Portugal,Historical,Cars,EV,2016,0.093000002205372
8195,Portugal,Historical,Cars,EV,2017,0.189999997615814
8198,Portugal,Historical,Buses,EV,2017,0.159999996423721
8199,Portugal,Historical,Vans,EV,2017,0.006899999920279
8220,Portugal,Historical,Vans,EV,2018,0.028999999165535
8221,Portugal,Historical,Buses,EV,2018,0.230000004172325
8224,Portugal,Historical,Cars,EV,2018,0.360000014305115
8227,Portugal,Historical,Cars,EV,2019,0.620000004768372
8230,Portugal,Historical,Buses,EV,2019,0.409999996423721
8231,Portugal,Historical,Vans,EV,2019,0.048000000417233
8255,Portugal,Historical,Vans,EV,2020,0.170000001788139
8256,Portugal,Historical,Buses,EV,2020,0.490000009536743
8259,Portugal,Historical,Cars,EV,2020,1.10000002384186
8262,Portugal,Historical,Cars,EV,2021,1.70000004768372
8265,Portugal,Historical,Buses,EV,2021,0.810000002384186
8266,Portugal,Historical,Vans,EV,2021,0.200000002980232
8299,Portugal,Historical,Vans,EV,2022,0.300000011920929
8300,Portugal,Historical,Buses,EV,2022,1.70000004768372
8303,Portugal,Historical,Cars,EV,2022,2.5
8306,Portugal,Historical,Cars,EV,2023,3.90000009536743
8309,Portugal,Historical,Buses,EV,2023,3.59999990463257
8310,Portugal,Historical,Vans,EV,2023,0.469999998807907
8335,Rest of the world,Historical,Buses,EV,2010,0.002300000051036
8336,Rest of the world,Historical,Buses,EV,2011,0.001500000013039
8337,Rest of the world,Historical,Cars,EV,2011,0.000190000006114
8369,Rest of the world,Historical,Cars,EV,2012,0.000429999985499
8370,Rest of the world,Historical,Buses,EV,2012,0.001399999950081
8371,Rest of the world,Historical,Cars,EV,2013,0.00054999999702
8406,Rest of the world,Historical,Cars,EV,2014,0.00089999998454
8407,Rest of the world,Historical,Cars,EV,2015,0.00400000018999
8446,Rest of the world,Historical,Cars,EV,2016,0.004800000227988
8447,Rest of the world,Historical,Cars,EV,2017,0.006000000052154
8449,Rest of the world,Historical,Buses,EV,2017,0.000440000003437
8496,Rest of the world,Historical,Buses,EV,2018,0.002000000094995
8498,Rest of the world,Historical,Cars,EV,2018,0.008200000040233
8499,Rest of the world,Historical,Cars,EV,2019,0.013000000268221
8501,Rest of the world,Historical,Buses,EV,2019,0.00400000018999
8537,Rest of the world,Projection-APS,Buses,EV,2020,0.032999999821186
8561,Rest of the world,Projection-APS,Trucks,EV,2020,0.000750000006519
8562,Rest of the world,Projection-APS,Vans,EV,2020,0.037999998778105
8564,Rest of the world,Projection-APS,Cars,EV,2020,0.189999997615814
8566,Rest of the world,Projection-STEPS,Buses,EV,2020,0.032999999821186
8569,Rest of the world,Projection-STEPS,Vans,EV,2020,0.037999998778105
8571,Rest of the world,Projection-STEPS,Cars,EV,2020,0.189999997615814
8572,Rest of the world,Projection-STEPS,Trucks,EV,2020,0.000750000006519
8638,Rest of the world,Historical,Buses,EV,2020,0.007000000216067
8640,Rest of the world,Historical,Cars,EV,2020,0.020999999716878
8641,Rest of the world,Historical,Cars,EV,2021,0.035999998450279
8643,Rest of the world,Historical,Buses,EV,2021,0.010999999940395
8700,Rest of the world,Projection-STEPS,Trucks,EV,2021,0.002000000094995
8701,Rest of the world,Projection-STEPS,Cars,EV,2021,0.259999990463257
8703,Rest of the world,Projection-STEPS,Vans,EV,2021,0.079000003635883
8706,Rest of the world,Projection-STEPS,Buses,EV,2021,0.052000001072884
8708,Rest of the world,Projection-APS,Cars,EV,2021,0.259999990463257
8710,Rest of the world,Projection-APS,Vans,EV,2021,0.079000003635883
8711,Rest of the world,Projection-APS,Trucks,EV,2021,0.002000000094995
8749,Rest of the world,Projection-APS,Buses,EV,2021,0.052000001072884
8776,Rest of the world,Projection-APS,Buses,EV,2022,0.100000001490116
8814,Rest of the world,Projection-APS,Trucks,EV,2022,0.007000000216067
8815,Rest of the world,Projection-APS,Vans,EV,2022,0.159999996423721
8817,Rest of the world,Projection-APS,Cars,EV,2022,0.379999995231628
8819,Rest of the world,Projection-STEPS,Buses,EV,2022,0.100000001490116
8822,Rest of the world,Projection-STEPS,Vans,EV,2022,0.159999996423721
8824,Rest of the world,Projection-STEPS,Cars,EV,2022,0.379999995231628
8825,Rest of the world,Projection-STEPS,Trucks,EV,2022,0.007000000216067
8880,Rest of the world,Historical,Buses,EV,2022,0.032000001519919
8882,Rest of the world,Historical,Cars,EV,2022,0.068000003695488
8883,Rest of the world,Historical,Cars,EV,2023,0.140000000596046
8885,Rest of the world,Historical,Buses,EV,2023,0.039000000804663
8942,Rest of the world,Projection-STEPS,Trucks,EV,2023,0.016000000759959
8943,Rest of the world,Projection-STEPS,Cars,EV,2023,0.579999983310699
8945,Rest of the world,Projection-STEPS,Vans,EV,2023,0.189999997615814
8948,Rest of the world,Projection-STEPS,Buses,EV,2023,0.129999995231628
8950,Rest of the world,Projection-APS,Cars,EV,2023,0.579999983310699
8952,Rest of the world,Projection-APS,Vans,EV,2023,0.189999997615814
8953,Rest of the world,Projection-APS,Trucks,EV,2023,0.016000000759959
8990,Rest of the world,Projection-APS,Buses,EV,2023,0.129999995231628
9005,Rest of the world,Projection-APS,Buses,EV,2025,0.779999971389771
9009,Rest of the world,Projection-APS,Trucks,EV,2025,0.109999999403954
9024,Rest of the world,Projection-APS,Vans,EV,2025,0.72000002861023
9026,Rest of the world,Projection-APS,Cars,EV,2025,1.0
9029,Rest of the world,Projection-STEPS,Buses,EV,2025,0.600000023841858
9033,Rest of the world,Projection-STEPS,Vans,EV,2025,0.620000004768372
9035,Rest of the world,Projection-STEPS,Cars,EV,2025,1.0
9036,Rest of the world,Projection-STEPS,Trucks,EV,2025,0.074000000953674
9157,Rest of the world,Projection-STEPS,Trucks,EV,2030,0.589999973773956
9158,Rest of the world,Projection-STEPS,Cars,EV,2030,4.0
9160,Rest of the world,Projection-STEPS,Vans,EV,2030,2.0
9164,Rest of the world,Projection-STEPS,Buses,EV,2030,3.0
9167,Rest of the world,Projection-APS,Cars,EV,2030,6.0
9169,Rest of the world,Projection-APS,Vans,EV,2030,4.0
9185,Rest of the world,Projection-APS,Trucks,EV,2030,1.0
9188,Rest of the world,Projection-APS,Buses,EV,2030,6.0
9189,Rest of the world,Projection-APS,Buses,EV,2035,17.0
9192,Rest of the world,Projection-APS,Trucks,EV,2035,4.0
9208,Rest of the world,Projection-APS,Vans,EV,2035,15.0
9210,Rest of the world,Projection-APS,Cars,EV,2035,18.0
9213,Rest of the world,Projection-STEPS,Buses,EV,2035,10.0
9217,Rest of the world,Projection-STEPS,Vans,EV,2035,6.0
9219,Rest of the world,Projection-STEPS,Cars,EV,2035,10.0
9220,Rest of the world,Projection-STEPS,Trucks,EV,2035,2.0
9365,South Africa,Historical,Cars,EV,2013,0.000520000001416
9374,South Africa,Historical,Cars,EV,2014,0.000720000010915
9375,South Africa,Historical,Cars,EV,2015,0.004100000020117
9386,South Africa,Historical,Cars,EV,2016,0.009300000034273
9387,South Africa,Historical,Cars,EV,2017,0.012000000104308
9402,South Africa,Historical,Cars,EV,2018,0.014000000432134
9403,South Africa,Historical,Cars,EV,2019,0.016000000759959
9418,South Africa,Historical,Cars,EV,2020,0.018999999389052
9419,South Africa,Historical,Cars,EV,2021,0.023000000044704
9438,South Africa,Historical,Cars,EV,2022,0.028000000864267
9439,South Africa,Historical,Cars,EV,2023,0.043999999761582
9451,Spain,Historical,Cars,EV,2010,0.000339999998687
9452,Spain,Historical,Cars,EV,2011,0.002099999925122
9467,Spain,Historical,Cars,EV,2012,0.004499999806285
9471,Spain,Historical,Cars,EV,2013,0.008600000292063
9488,Spain,Historical,Cars,EV,2014,0.016000000759959
9493,Spain,Historical,Cars,EV,2015,0.026000000536442
9495,Spain,Historical,Vans,EV,2015,0.024000000208616
9515,Spain,Historical,Vans,EV,2016,0.061000000685454
9517,Spain,Historical,Cars,EV,2016,0.03999999910593
9524,Spain,Historical,Buses,EV,2017,0.230000004172325
9525,Spain,Historical,Cars,EV,2017,0.071000002324581
9527,Spain,Historical,Vans,EV,2017,0.083999998867512
9555,Spain,Historical,Vans,EV,2018,0.129999995231628
9557,Spain,Historical,Cars,EV,2018,0.119999997317791
9558,Spain,Historical,Buses,EV,2018,0.28999999165535
9563,Spain,Historical,Buses,EV,2019,0.46000000834465
9565,Spain,Historical,Cars,EV,2019,0.189999997615814
9567,Spain,Historical,Vans,EV,2019,0.170000001788139
9568,Spain,Historical,Trucks,EV,2019,0.000850000011269
9603,Spain,Historical,Trucks,EV,2020,0.002199999988079
9604,Spain,Historical,Vans,EV,2020,0.209999993443489
9606,Spain,Historical,Cars,EV,2020,0.360000014305115
9608,Spain,Historical,Buses,EV,2020,0.490000009536743
9612,Spain,Historical,Buses,EV,2021,0.730000019073486
9614,Spain,Historical,Cars,EV,2021,0.620000004768372
9616,Spain,Historical,Vans,EV,2021,0.270000010728836
9617,Spain,Historical,Trucks,EV,2021,0.005100000184029
9659,Spain,Historical,Trucks,EV,2022,0.035999998450279
9660,Spain,Historical,Vans,EV,2022,0.370000004768372
9662,Spain,Historical,Cars,EV,2022,0.939999997615814
9664,Spain,Historical,Buses,EV,2022,1.10000002384186
9665,Spain,Historical,Buses,EV,2023,1.79999995231628
9667,Spain,Historical,Cars,EV,2023,1.5
9669,Spain,Historical,Vans,EV,2023,0.680000007152557
9670,Spain,Historical,Trucks,EV,2023,0.129999995231628
9696,Sweden,Historical,Cars,EV,2010,9.20000020414591e-05
9697,Sweden,Historical,Cars,EV,2011,0.004100000020117
9700,Sweden,Historical,Vans,EV,2011,0.001900000032038
9712,Sweden,Historical,Vans,EV,2012,0.07599999755621
9714,Sweden,Historical,Buses,EV,2012,0.048000000417233
9716,Sweden,Historical,Cars,EV,2012,0.028000000864267
9717,Sweden,Historical,Cars,EV,2013,0.05799999833107
9719,Sweden,Historical,Buses,EV,2013,0.061000000685454
9721,Sweden,Historical,Vans,EV,2013,0.109999999403954
9741,Sweden,Historical,Vans,EV,2014,0.159999996423721
9743,Sweden,Historical,Buses,EV,2014,0.083999998867512
9745,Sweden,Historical,Cars,EV,2014,0.150000005960464
9746,Sweden,Historical,Cars,EV,2015,0.310000002384186
9748,Sweden,Historical,Buses,EV,2015,0.189999997615814
9751,Sweden,Historical,Vans,EV,2015,0.239999994635582
9781,Sweden,Historical,Vans,EV,2016,0.28999999165535
9784,Sweden,Historical,Buses,EV,2016,0.5
9786,Sweden,Historical,Cars,EV,2016,0.550000011920929
9787,Sweden,Historical,Cars,EV,2017,0.889999985694885
9789,Sweden,Historical,Trucks,EV,2017,0.001200000056997
9790,Sweden,Historical,Buses,EV,2017,0.649999976158142
9793,Sweden,Historical,Vans,EV,2017,0.349999994039536
9825,Sweden,Historical,Vans,EV,2018,0.469999998807907
9828,Sweden,Historical,Buses,EV,2018,1.39999997615814
9829,Sweden,Historical,Trucks,EV,2018,0.004900000058115
9831,Sweden,Historical,Cars,EV,2018,1.29999995231628
9834,Sweden,Historical,Cars,EV,2019,2.0
9836,Sweden,Historical,Trucks,EV,2019,0.013000000268221
9837,Sweden,Historical,Buses,EV,2019,2.09999990463257
9840,Sweden,Historical,Vans,EV,2019,0.680000007152557
9873,Sweden,Historical,Vans,EV,2020,1.10000002384186
9876,Sweden,Historical,Buses,EV,2020,3.70000004768372
9877,Sweden,Historical,Trucks,EV,2020,0.071000002324581
9879,Sweden,Historical,Cars,EV,2020,3.59999990463257
9882,Sweden,Historical,Cars,EV,2021,6.0
9884,Sweden,Historical,Trucks,EV,2021,0.170000001788139
9885,Sweden,Historical,Buses,EV,2021,5.19999980926514
9888,Sweden,Historical,Vans,EV,2021,1.39999997615814
9926,Sweden,Historical,Vans,EV,2022,2.29999995231628
9929,Sweden,Historical,Buses,EV,2022,8.5
9930,Sweden,Historical,Trucks,EV,2022,0.360000014305115
9932,Sweden,Historical,Cars,EV,2022,8.69999980926514
9935,Sweden,Historical,Cars,EV,2023,11.0
9937,Sweden,Historical,Trucks,EV,2023,0.839999973773956
9938,Sweden,Historical,Buses,EV,2023,10.0
9941,Sweden,Historical,Vans,EV,2023,3.5
9967,Switzerland,Historical,Cars,EV,2011,0.009999999776483
9968,Switzerland,Historical,Cars,EV,2012,0.028000000864267
9971,Switzerland,Historical,Vans,EV,2012,0.03999999910593
9988,Switzerland,Historical,Vans,EV,2013,0.071999996900559
9991,Switzerland,Historical,Cars,EV,2013,0.05799999833107
9992,Switzerland,Historical,Cars,EV,2014,0.119999997317791
9995,Switzerland,Historical,Vans,EV,2014,0.08500000089407
10015,Switzerland,Historical,Vans,EV,2015,0.129999995231628
10018,Switzerland,Historical,Cars,EV,2015,0.25
10019,Switzerland,Historical,Buses,EV,2015,0.129999995231628
10020,Switzerland,Historical,Buses,EV,2016,0.219999998807907
10022,Switzerland,Historical,Cars,EV,2016,0.360000014305115
10025,Switzerland,Historical,Vans,EV,2016,0.150000005960464
10055,Switzerland,Historical,Vans,EV,2017,0.170000001788139
10058,Switzerland,Historical,Cars,EV,2017,0.540000021457672
10060,Switzerland,Historical,Buses,EV,2017,0.490000009536743
10061,Switzerland,Historical,Buses,EV,2018,0.589999973773956
10063,Switzerland,Historical,Cars,EV,2018,0.769999980926514
10066,Switzerland,Historical,Vans,EV,2018,0.259999990463257
10097,Switzerland,Historical,Vans,EV,2019,0.409999996423721
10100,Switzerland,Historical,Cars,EV,2019,1.10000002384186
10102,Switzerland,Historical,Buses,EV,2019,0.680000007152557
10105,Switzerland,Historical,Buses,EV,2020,1.0
10107,Switzerland,Historical,Cars,EV,2020,1.79999995231628
10110,Switzerland,Historical,Vans,EV,2020,0.579999983310699
10146,Switzerland,Historical,Vans,EV,2021,0.920000016689301
10149,Switzerland,Historical,Cars,EV,2021,2.90000009536743
10151,Switzerland,Historical,Buses,EV,2021,1.39999997615814
10154,Switzerland,Historical,Trucks,EV,2022,0.610000014305115
10155,Switzerland,Historical,Buses,EV,2022,2.0
10157,Switzerland,Historical,Cars,EV,2022,4.19999980926514
10160,Switzerland,Historical,Vans,EV,2022,1.60000002384186
10199,Switzerland,Historical,Vans,EV,2023,2.29999995231628
10202,Switzerland,Historical,Cars,EV,2023,5.80000019073486
10204,Switzerland,Historical,Buses,EV,2023,2.5
10205,Switzerland,Historical,Trucks,EV,2023,1.20000004768372
10224,Turkiye,Historical,Cars,EV,2013,0.002499999944121
10232,Turkiye,Historical,Cars,EV,2014,0.002700000070035
10235,Turkiye,Historical,Cars,EV,2015,0.003800000064075
10246,Turkiye,Historical,Cars,EV,2016,0.006000000052154
10249,Turkiye,Historical,Cars,EV,2017,0.006599999964237
10262,Turkiye,Historical,Cars,EV,2018,0.008200000040233
10265,Turkiye,Historical,Cars,EV,2019,0.016000000759959
10278,Turkiye,Historical,Cars,EV,2020,0.032999999821186
10281,Turkiye,Historical,Cars,EV,2021,0.068999998271465
10294,Turkiye,Historical,Cars,EV,2022,0.129999995231628
10297,Turkiye,Historical,Cars,EV,2023,0.629999995231628
10333,United Kingdom,Historical,Trucks,EV,2010,0.189999997615814
10334,United Kingdom,Historical,Cars,EV,2010,0.005299999844283
10335,United Kingdom,Historical,Vans,EV,2010,0.109999999403954
10340,United Kingdom,Historical,Buses,EV,2010,0.071999996900559
10341,United Kingdom,Historical,Buses,EV,2011,0.079999998211861
10346,United Kingdom,Historical,Vans,EV,2011,0.098999999463558
10347,United Kingdom,Historical,Cars,EV,2011,0.00899999961257
10349,United Kingdom,Historical,Trucks,EV,2011,0.150000005960464
10372,United Kingdom,Historical,Trucks,EV,2012,0.129999995231628
10375,United Kingdom,Historical,Cars,EV,2012,0.017000000923872
10376,United Kingdom,Historical,Vans,EV,2012,0.100000001490116
10381,United Kingdom,Historical,Buses,EV,2012,0.090999998152256
10382,United Kingdom,Historical,Buses,EV,2013,0.109999999403954
10386,United Kingdom,Historical,Vans,EV,2013,0.097000002861023
10387,United Kingdom,Historical,Cars,EV,2013,0.027000000700355
10390,United Kingdom,Historical,Trucks,EV,2013,0.100000001490116
10414,United Kingdom,Historical,Trucks,EV,2014,0.087999999523163
10417,United Kingdom,Historical,Cars,EV,2014,0.071999996900559
10418,United Kingdom,Historical,Vans,EV,2014,0.109999999403954
10423,United Kingdom,Historical,Buses,EV,2014,0.150000005960464
10424,United Kingdom,Historical,Buses,EV,2015,0.170000001788139
10429,United Kingdom,Historical,Vans,EV,2015,0.119999997317791
10430,United Kingdom,Historical,Cars,EV,2015,0.159999996423721
10433,United Kingdom,Historical,Trucks,EV,2015,0.070000000298023
10465,United Kingdom,Historical,Trucks,EV,2016,0.065999999642372
10468,United Kingdom,Historical,Cars,EV,2016,0.270000010728836
10469,United Kingdom,Historical,Vans,EV,2016,0.129999995231628
10474,United Kingdom,Historical,Buses,EV,2016,0.349999994039536
10475,United Kingdom,Historical,Buses,EV,2017,0.409999996423721
10479,United Kingdom,Historical,Vans,EV,2017,0.150000005960464
10481,United Kingdom,Historical,Cars,EV,2017,0.400000005960465
10484,United Kingdom,Historical,Trucks,EV,2017,0.05799999833107
10522,United Kingdom,Historical,Trucks,EV,2018,0.054000001400709
10525,United Kingdom,Historical,Cars,EV,2018,0.569999992847443
10527,United Kingdom,Historical,Vans,EV,2018,0.180000007152557
10531,United Kingdom,Historical,Buses,EV,2018,0.560000002384186
10532,United Kingdom,Historical,Buses,EV,2019,0.660000026226044
10535,United Kingdom,Historical,Vans,EV,2019,0.239999994635582
10537,United Kingdom,Historical,Cars,EV,2019,0.759999990463257
10540,United Kingdom,Historical,Trucks,EV,2019,0.054999999701977
10576,United Kingdom,Historical,Trucks,EV,2020,0.043999999761582
10579,United Kingdom,Historical,Cars,EV,2020,1.29999995231628
10581,United Kingdom,Historical,Vans,EV,2020,0.319999992847443
10584,United Kingdom,Historical,Buses,EV,2020,0.959999978542328
10585,United Kingdom,Historical,Buses,EV,2021,2.0
