,region,category,mode,powertrain,year,percent of vehicles
10588,United Kingdom,Historical,Vans,EV,2021,0.560000002384186
10590,United Kingdom,Historical,Cars,EV,2021,2.09999990463257
10593,United Kingdom,Historical,Trucks,EV,2021,0.061000000685454
10631,United Kingdom,Historical,Trucks,EV,2022,0.129999995231628
10634,United Kingdom,Historical,Cars,EV,2022,2.90000009536743
10636,United Kingdom,Historical,Vans,EV,2022,0.779999971389771
10639,United Kingdom,Historical,Buses,EV,2022,2.70000004768372
10640,United Kingdom,Historical,Buses,EV,2023,4.5
10643,United Kingdom,Historical,Vans,EV,2023,1.29999995231628
10645,United Kingdom,Historical,Cars,EV,2023,5.0
10648,United Kingdom,Historical,Trucks,EV,2023,0.310000002384186
10673,USA,Historical,Cars,EV,2010,0.001700000022538
10676,USA,Historical,Buses,EV,2011,0.028999999165535
10677,USA,Historical,Cars,EV,2011,0.009899999946356
10706,USA,Historical,Cars,EV,2012,0.034000001847744
10707,USA,Historical,Buses,EV,2012,0.026000000536442
10710,USA,Historical,Buses,EV,2013,0.024000000208616
10711,USA,Historical,Cars,EV,2013,0.078000001609325
10742,USA,Historical,Cars,EV,2014,0.140000000596046
10743,USA,Historical,Buses,EV,2014,0.027000000700355
10746,USA,Historical,Buses,EV,2015,0.097000002861023
10747,USA,Historical,Cars,EV,2015,0.189999997615814
10787,USA,Historical,Cars,EV,2016,0.259999990463257
10788,USA,Historical,Buses,EV,2016,0.140000000596046
10791,USA,Historical,Buses,EV,2017,0.159999996423721
10792,USA,Historical,Cars,EV,2017,0.330000013113022
10831,USA,Historical,Cars,EV,2018,0.479999989271164
10832,USA,Historical,Buses,EV,2018,0.219999998807907
10835,USA,Historical,Buses,EV,2019,0.310000002384186
10836,USA,Historical,Cars,EV,2019,0.620000004768372
10900,USA,Projection-STEPS,Cars,EV,2020,0.769999980926514
10903,USA,Projection-STEPS,Buses,EV,2020,0.340000003576279
10905,USA,Projection-APS,Cars,EV,2020,0.769999980926514
10908,USA,Projection-APS,Buses,EV,2020,0.340000003576279
10922,USA,Historical,Cars,EV,2020,0.769999980926514
10923,USA,Historical,Buses,EV,2020,0.340000003576279
10926,USA,Historical,Buses,EV,2021,0.46000000834465
10927,USA,Historical,Cars,EV,2021,0.949999988079071
10941,USA,Projection-APS,Buses,EV,2021,0.46000000834465
10944,USA,Projection-APS,Cars,EV,2021,0.949999988079071
10946,USA,Projection-STEPS,Buses,EV,2021,0.46000000834465
10949,USA,Projection-STEPS,Cars,EV,2021,0.949999988079071
11038,USA,Projection-STEPS,Cars,EV,2022,1.29999995231628
11041,USA,Projection-STEPS,Buses,EV,2022,0.769999980926514
11043,USA,Projection-APS,Cars,EV,2022,1.29999995231628
11046,USA,Projection-APS,Buses,EV,2022,0.769999980926514
11060,USA,Historical,Cars,EV,2022,1.29999995231628
11061,USA,Historical,Buses,EV,2022,0.769999980926514
11064,USA,Historical,Buses,EV,2023,0.920000016689301
11065,USA,Historical,Cars,EV,2023,2.09999990463257
11079,USA,Projection-APS,Buses,EV,2023,0.920000016689301
11081,USA,Projection-APS,Cars,EV,2023,2.09999990463257
11083,USA,Projection-STEPS,Buses,EV,2023,0.920000016689301
11086,USA,Projection-STEPS,Cars,EV,2023,2.09999990463257
11143,USA,Projection-STEPS,Cars,EV,2025,4.0
11145,USA,Projection-STEPS,Trucks,EV,2025,0.170000001788139
11148,USA,Projection-STEPS,Vans,EV,2025,2.0
11150,USA,Projection-STEPS,Buses,EV,2025,4.0
11152,USA,Projection-APS,Trucks,EV,2025,0.449999988079071
11154,USA,Projection-APS,Cars,EV,2025,4.0
11155,USA,Projection-APS,Vans,EV,2025,2.0
11157,USA,Projection-APS,Buses,EV,2025,4.0
11271,USA,Projection-APS,Buses,EV,2030,21.0
11273,USA,Projection-APS,Vans,EV,2030,15.0
11274,USA,Projection-APS,Cars,EV,2030,17.0
11276,USA,Projection-APS,Trucks,EV,2030,5.0
11278,USA,Projection-STEPS,Buses,EV,2030,20.0
11280,USA,Projection-STEPS,Vans,EV,2030,15.0
11283,USA,Projection-STEPS,Trucks,EV,2030,3.0
11285,USA,Projection-STEPS,Cars,EV,2030,17.0
11349,USA,Projection-STEPS,Cars,EV,2035,36.0
11351,USA,Projection-STEPS,Trucks,EV,2035,13.0
11354,USA,Projection-STEPS,Vans,EV,2035,44.0
11356,USA,Projection-STEPS,Buses,EV,2035,45.0
11358,USA,Projection-APS,Trucks,EV,2035,18.0
11360,USA,Projection-APS,Cars,EV,2035,36.0
11361,USA,Projection-APS,Vans,EV,2035,44.0
11363,USA,Projection-APS,Buses,EV,2035,52.0
11405,World,Historical,Cars,EV,2010,0.002300000051036
11407,World,Historical,Trucks,EV,2010,0.001900000032038
11431,World,Historical,Buses,EV,2010,0.0489999987185
11437,World,Historical,Vans,EV,2010,0.006200000178069
11445,World,Historical,Vans,EV,2011,0.008799999952316
11451,World,Historical,Buses,EV,2011,0.061999998986721
11476,World,Historical,Trucks,EV,2011,0.002199999988079
11478,World,Historical,Cars,EV,2011,0.007499999832362
11481,World,Historical,Cars,EV,2012,0.019999999552965
11483,World,Historical,Trucks,EV,2012,0.002600000007078
11509,World,Historical,Buses,EV,2012,0.068999998271465
11515,World,Historical,Vans,EV,2012,0.017000000923872
11528,World,Historical,Buses,EV,2013,0.082000002264977
11555,World,Historical,Trucks,EV,2013,0.00359999993816
11557,World,Historical,Cars,EV,2013,0.03999999910593
11559,World,Historical,Vans,EV,2013,0.025000000372529
11560,World,Historical,Vans,EV,2014,0.032999999821186
11562,World,Historical,Cars,EV,2014,0.071000002324581
11564,World,Historical,Trucks,EV,2014,0.003800000064075
11591,World,Historical,Buses,EV,2014,0.180000007152557
11618,World,Historical,Buses,EV,2015,0.629999995231628
11640,World,Historical,Trucks,EV,2015,0.025000000372529
11642,World,Historical,Cars,EV,2015,0.119999997317791
11644,World,Historical,Vans,EV,2015,0.052000001072884
11645,World,Historical,Vans,EV,2016,0.089000001549721
11647,World,Historical,Cars,EV,2016,0.189999997615814
11649,World,Historical,Trucks,EV,2016,0.086999997496605
11667,World,Historical,Buses,EV,2016,1.10000002384186
11711,World,Historical,Buses,EV,2017,1.5
11729,World,Historical,Trucks,EV,2017,0.180000007152557
11731,World,Historical,Cars,EV,2017,0.280000001192093
11733,World,Historical,Vans,EV,2017,0.150000005960464
11734,World,Historical,Vans,EV,2018,0.230000004172325
11736,World,Historical,Cars,EV,2018,0.439999997615814
11738,World,Historical,Trucks,EV,2018,0.219999998807907
11756,World,Historical,Buses,EV,2018,1.89999997615814
11803,World,Historical,Buses,EV,2019,2.29999995231628
11821,World,Historical,Trucks,EV,2019,0.239999994635582
11823,World,Historical,Cars,EV,2019,0.600000023841858
11825,World,Historical,Vans,EV,2019,0.270000010728836
11826,World,Historical,Vans,EV,2020,0.319999992847443
11828,World,Historical,Cars,EV,2020,0.839999973773956
11838,World,Historical,Trucks,EV,2020,0.25
11893,World,Historical,Buses,EV,2020,2.70000004768372
11924,World,Projection-APS,Buses,EV,2020,2.70000004768372
11926,World,Projection-APS,Vans,EV,2020,0.319999992847443
11929,World,Projection-APS,Cars,EV,2020,0.839999973773956
11931,World,Projection-APS,Trucks,EV,2020,0.25
11933,World,Projection-STEPS,Buses,EV,2020,2.70000004768372
11935,World,Projection-STEPS,Vans,EV,2020,0.319999992847443
11937,World,Projection-STEPS,Cars,EV,2020,0.839999973773956
11939,World,Projection-STEPS,Trucks,EV,2020,0.25
11988,World,Projection-STEPS,Trucks,EV,2021,0.259999990463257
11990,World,Projection-STEPS,Cars,EV,2021,1.29999995231628
11992,World,Projection-STEPS,Vans,EV,2021,0.419999986886978
11994,World,Projection-STEPS,Buses,EV,2021,2.90000009536743
11996,World,Projection-APS,Trucks,EV,2021,0.259999990463257
11998,World,Projection-APS,Cars,EV,2021,1.29999995231628
12001,World,Projection-APS,Vans,EV,2021,0.419999986886978
12003,World,Projection-APS,Buses,EV,2021,2.90000009536743
12034,World,Historical,Buses,EV,2021,2.90000009536743
12089,World,Historical,Trucks,EV,2021,0.259999990463257
12099,World,Historical,Cars,EV,2021,1.29999995231628
12101,World,Historical,Vans,EV,2021,0.419999986886978
12102,World,Historical,Vans,EV,2022,0.600000023841858
12104,World,Historical,Cars,EV,2022,2.09999990463257
12114,World,Historical,Trucks,EV,2022,0.300000011920929
12166,World,Historical,Buses,EV,2022,3.29999995231628
12198,World,Projection-APS,Buses,EV,2022,3.29999995231628
12200,World,Projection-APS,Vans,EV,2022,0.600000023841858
12203,World,Projection-APS,Cars,EV,2022,2.09999990463257
12205,World,Projection-APS,Trucks,EV,2022,0.300000011920929
12207,World,Projection-STEPS,Buses,EV,2022,3.29999995231628
12209,World,Projection-STEPS,Vans,EV,2022,0.600000023841858
12211,World,Projection-STEPS,Cars,EV,2022,2.09999990463257
12215,World,Projection-STEPS,Trucks,EV,2022,0.300000011920929
12264,World,Projection-STEPS,Trucks,EV,2023,0.360000014305115
12268,World,Projection-STEPS,Cars,EV,2023,3.20000004768372
12270,World,Projection-STEPS,Vans,EV,2023,0.850000023841858
12272,World,Projection-STEPS,Buses,EV,2023,3.59999990463257
12274,World,Projection-APS,Trucks,EV,2023,0.360000014305115
12276,World,Projection-APS,Cars,EV,2023,3.20000004768372
12279,World,Projection-APS,Vans,EV,2023,0.850000023841858
12281,World,Projection-APS,Buses,EV,2023,3.59999990463257
12313,World,Historical,Buses,EV,2023,3.59999990463257
12365,World,Historical,Trucks,EV,2023,0.360000014305115
12375,World,Historical,Cars,EV,2023,3.20000004768372
12377,World,Historical,Vans,EV,2023,0.850000023841858
12452,World,Projection-APS,Buses,EV,2025,6.0
12455,World,Projection-APS,Vans,EV,2025,2.0
12458,World,Projection-APS,Cars,EV,2025,6.0
12459,World,Projection-APS,Trucks,EV,2025,0.730000019073486
12462,World,Projection-STEPS,Buses,EV,2025,6.0
12464,World,Projection-STEPS,Vans,EV,2025,2.0
12466,World,Projection-STEPS,Cars,EV,2025,6.0
12469,World,Projection-STEPS,Trucks,EV,2025,0.680000007152557
12470,World,Projection-STEPS,Trucks,EV,2030,3.0
12473,World,Projection-STEPS,Cars,EV,2030,16.0
12475,World,Projection-STEPS,Vans,EV,2030,7.0
12477,World,Projection-STEPS,Buses,EV,2030,11.0
12480,World,Projection-APS,Trucks,EV,2030,4.0
12481,World,Projection-APS,Cars,EV,2030,17.0
12484,World,Projection-APS,Vans,EV,2030,8.0
12487,World,Projection-APS,Buses,EV,2030,13.0
12636,World,Projection-APS,Buses,EV,2035,25.0
12639,World,Projection-APS,Vans,EV,2035,24.0
12642,World,Projection-APS,Cars,EV,2035,34.0
12643,World,Projection-APS,Trucks,EV,2035,11.0
12646,World,Projection-STEPS,Buses,EV,2035,20.0
12648,World,Projection-STEPS,Vans,EV,2035,18.0
12650,World,Projection-STEPS,Cars,EV,2035,31.0
12653,World,Projection-STEPS,Trucks,EV,2035,9.0
