,region,category,mode,powertrain,year,percent of vehicles
12212,World,Projection-STEPS,Trucks,EV,2022,0.740000009536743
12267,World,Projection-STEPS,Trucks,EV,2023,0.910000026226044
12269,World,Projection-STEPS,Cars,EV,2023,18.0
12271,World,Projection-STEPS,Buses,EV,2023,3.09999990463257
12273,World,Projection-STEPS,Vans,EV,2023,4.40000009536743
12275,World,Projection-APS,Trucks,EV,2023,0.910000026226044
12277,World,Projection-APS,Cars,EV,2023,18.0
12278,World,Projection-APS,Buses,EV,2023,3.09999990463257
12280,World,Projection-APS,Vans,EV,2023,4.40000009536743
12314,World,Historical,Vans,EV,2023,4.40000009536743
12323,World,Historical,Buses,EV,2023,3.09999990463257
12366,World,Historical,Trucks,EV,2023,0.910000026226044
12376,World,Historical,Cars,EV,2023,18.0
12453,World,Projection-APS,Trucks,EV,2025,4.0
12454,World,Projection-APS,Vans,EV,2025,10.0
12456,World,Projection-APS,Buses,EV,2025,13.0
12457,World,Projection-APS,Cars,EV,2025,26.0
12460,World,Projection-STEPS,Vans,EV,2025,9.0
12461,World,Projection-STEPS,Trucks,EV,2025,3.0
12463,World,Projection-STEPS,Buses,EV,2025,11.0
12465,World,Projection-STEPS,Cars,EV,2025,25.0
12474,World,Projection-STEPS,Cars,EV,2030,44.0
12476,World,Projection-STEPS,Buses,EV,2030,17.0
12478,World,Projection-STEPS,Trucks,EV,2030,12.0
12479,World,Projection-STEPS,Vans,EV,2030,24.0
12482,World,Projection-APS,Cars,EV,2030,48.0
12483,World,Projection-APS,Buses,EV,2030,23.0
12485,World,Projection-APS,Vans,EV,2030,31.0
12486,World,Projection-APS,Trucks,EV,2030,15.0
12637,World,Projection-APS,Trucks,EV,2035,29.0
12638,World,Projection-APS,Vans,EV,2035,63.0
12640,World,Projection-APS,Buses,EV,2035,39.0
12641,World,Projection-APS,Cars,EV,2035,68.0
12644,World,Projection-STEPS,Vans,EV,2035,41.0
12645,World,Projection-STEPS,Trucks,EV,2035,22.0
12647,World,Projection-STEPS,Buses,EV,2035,29.0
12649,World,Projection-STEPS,Cars,EV,2035,55.0
